transcript_id	sample_id	count	exclusion_reason
HOST_Chr1	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr2	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr3	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr4	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr5	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr6	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr7	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr8	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr9	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr10	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr11	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr12	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr13	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr14	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
HOST_Chr15	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000001	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000002	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000003	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000004	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000005	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000006	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000007	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000008	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000009	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000010	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000011	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000012	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000013	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000014	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000015	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000016	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000017	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000018	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000019	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000020	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000021	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000022	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000023	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000024	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000025	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000026	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000027	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000028	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000029	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000030	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000031	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000032	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000033	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000034	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000035	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000036	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000037	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000038	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000039	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000040	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000041	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000042	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000043	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000044	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000045	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000046	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000047	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000048	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000049	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000050	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000051	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000052	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000053	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000054	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000055	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000056	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000057	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000058	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000059	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000060	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000061	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000062	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000063	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000064	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000065	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000066	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000067	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000068	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000069	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000070	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000071	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000072	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000073	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000074	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000075	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000076	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000077	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000078	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000079	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
PATH_GWHAOTU00000080	GW_P1	0	gentrome_target_absent_from_frozen_tx2gene
